farm_id,split,health_category,crop,state,source_district_current_sample,source_subdistrict_current_sample,admin_old_district_code,admin_old_district_name,admin_old_block_mandal_code,admin_old_block_mandal_name,admin_village_code,admin_village_name,admin_habitation_code,admin_join_method,admin_join_matched,sowing_date,harvest_date,crop_duration_days,sowing_month,harvest_month,season,crop_covered_area,crop_height,irrigation_type,irrigation_source,irrigation_count,water_coverage,expected_yield,centroid_lat,centroid_lon,field_area_m2_from_polygon,field_area_ha_from_polygon,SDate,HDate,next_crop,previous_crop,crop_establishment_method,geometry_wkt,bbox_minx,bbox_miny,bbox_maxx,bbox_maxy,admin_village_area_ha,admin_village_area_sq_km,admin_village_area_acres,admin_village_perimeter_m
888798,train,Healthy,Paddy,Telangana,Medak,Chilipched,04,MEDAK,0425,KOWDIPALLE,0425020,Faizabad,04037250200112,centroid_within_village_boundary,True,2023-12-24,2024-01-04,11,12,1,Rabi,93,75,Flood,Canal,6,86,18,17.854573546067183,78.11883348025887,611.4647648812975,0.06114647648812975,2023-12-24 0:00:00,2024-01-04 0:00:00,Lentil,Pea,Transplanting,"POLYGON ((78.11867005371231 17.854679187531957, 78.1190091496329 17.854618399278372, 78.11899523424955 17.85445580900975, 78.1188663338564 17.854496822771203, 78.11865101160878 17.854530512646683, 78.11867005371231 17.854679187531957))",78.11865101160878,17.85445580900975,78.1190091496329,17.854679187531957,553.6115022939,5.536115022939001,1368.0038145894464,10863.061659
410620,train,Healthy,Paddy,Telangana,Medak,Chilipched,04,MEDAK,0425,KOWDIPALLE,0425024,Jaggampet,04037250240114,centroid_within_village_boundary,True,2023-12-20,2024-04-28,130,12,4,Rabi,96,62,Flood,Groundwater,4,91,15,17.81380658571298,78.1509253944382,468.97781465766826,0.04689778146576683,2023-12-20 0:00:00,2024-04-28 0:00:00,Lentil,Pea,Transplanting,"POLYGON ((78.15072816739787 17.8138719596619, 78.15110974185711 17.813847058449586, 78.15110461513693 17.81372767910821, 78.15072084351189 17.81378407303021, 78.15072816739787 17.8138719596619))",78.15072084351189,17.81372767910821,78.15110974185711,17.8138719596619,865.1516345422,8.651516345422,2137.8362468049195,14349.891399
480934,train,Healthy,Paddy,Telangana,Medak,Chilipched,04,MEDAK,0425,KOWDIPALLE,0425024,Jaggampet,04037250240114,centroid_within_village_boundary,True,2023-12-18,2024-04-20,124,12,4,Rabi,92,64,Flood,Canal,6,92,15,17.811588672215017,78.15489466499878,763.3324265701582,0.07633324265701581,2023-12-18 0:00:00,2024-04-20 0:00:00,Lentil,Pea,Transplanting,"POLYGON ((78.15484785325823 17.811794905599676, 78.15499140142332 17.81174583556365, 78.15497382409698 17.811385500373728, 78.15481929010294 17.811420655026403, 78.15478779739324 17.811594231123987, 78.15480757188537 17.81168944164165, 78.15484785325823 17.811794905599676))",78.15478779739324,17.811385500373728,78.15499140142332,17.811794905599676,865.1516345422,8.651516345422,2137.8362468049195,14349.891399
605358,train,Healthy,Paddy,Telangana,Medak,Narsapur,04,MEDAK,0425,KOWDIPALLE,0425024,Jaggampet,04037250240114,centroid_within_village_boundary,True,2023-12-11,2024-04-19,130,12,4,Rabi,89,99,Flood,Canal,6,82,20,17.819517960608394,78.16495202866133,312.1771489154233,0.03121771489154233,2023-12-11 0:00:00,2024-04-19 0:00:00,Pea,Lentil,Transplanting,"POLYGON ((78.16486692927072 17.819599970882184, 78.16502073087618 17.819616083431324, 78.16502512520776 17.819425662396, 78.16489402764883 17.81941980328722, 78.16486692927072 17.819599970882184))",78.16486692927072,17.81941980328722,78.16502512520776,17.819616083431324,865.1516345422,8.651516345422,2137.8362468049195,14349.891399
408127,train,Healthy,Paddy,Telangana,Medak,Chilipched,04,MEDAK,0425,KOWDIPALLE,0425024,Jaggampet,04037250240114,centroid_within_village_boundary,True,2023-01-11,2024-05-20,495,1,5,Rabi,80,94,Flood,Canal,5,95,16,17.820368598338828,78.16777301121428,268.7367563502878,0.02687367563502878,2023-01-11 0:00:00,2024-05-20 0:00:00,Lentil,Pea,Transplanting,"POLYGON ((78.16767344237596 17.82043342910602, 78.16778623021995 17.820474442867475, 78.16787411685164 17.820300134381295, 78.16775620228746 17.820266444505815, 78.16767344237596 17.82043342910602))",78.16767344237596,17.820266444505815,78.16787411685164,17.820474442867475,865.1516345422,8.651516345422,2137.8362468049195,14349.891399
1326594,train,Healthy,Paddy,Telangana,Medak,Chilipched,04,MEDAK,0425,KOWDIPALLE,0425024,Jaggampet,04037250240114,centroid_within_village_boundary,True,2023-12-23,2024-05-24,153,12,5,Rabi,80,50,Flood,Canal,4,80,18,17.821894092144028,78.17117454965748,290.341241002042,0.0290341241002042,2023-12-23 0:00:00,2024-05-24 0:00:00,Pea,Lentil,Transplanting,"POLYGON ((78.17110834489776 17.821980966212333, 78.17125335784004 17.82197437471496, 78.17124530156548 17.821811052057736, 78.17109296473721 17.82181251683493, 78.17110834489776 17.821980966212333))",78.17109296473721,17.821811052057736,78.17125335784004,17.821980966212333,865.1516345422,8.651516345422,2137.8362468049195,14349.891399
479848,train,Stressed,Paddy,Telangana,Medak,Chilipched,04,MEDAK,0425,KOWDIPALLE,0425024,Jaggampet,04037250240114,centroid_within_village_boundary,True,2023-11-11,2024-06-04,206,11,6,Rabi,94,61,Flood,Canal,5,82,16,17.8287842638336,78.17119930919098,277.2183356880155,0.02772183356880155,2023-11-11 0:00:00,2024-06-04 0:00:00,Lentil,Pea,Transplanting,"POLYGON ((78.17111566878373 17.82885077125597, 78.17126947038918 17.828874940079682, 78.17127386472076 17.82875995506989, 78.1712636112804 17.82870575831368, 78.17113764044164 17.82869477248472, 78.17111566878373 17.82885077125597))",78.17111566878373,17.82869477248472,78.17127386472076,17.828874940079682,865.1516345422,8.651516345422,2137.8362468049195,14349.891399
703710,train,Healthy,Paddy,Telangana,Medak,Kowdipally,04,MEDAK,0425,KOWDIPALLE,0425026,Salabatpur,04037250260115,centroid_within_village_boundary,True,2023-11-11,2024-07-05,237,11,7,Rabi,95,84,Flood,Groundwater,3,94,17,17.837570638549618,78.16933176170798,615.5534631505953,0.06155534631505954,2023-11-11 0:00:00,2024-07-05 0:00:00,Lentil,Pea,Transplanting,"POLYGON ((78.16924368352878 17.837709743730155, 78.1694648648852 17.837646758310775, 78.16944655517027 17.8374988158141, 78.16942165395795 17.837441689503503, 78.169350612264 17.837452675332464, 78.16919754304715 17.837489294762335, 78.16921658515068 17.837613800823895, 78.16924368352878 17.837709743730155))",78.16919754304715,17.837441689503503,78.1694648648852,17.837709743730155,1227.1725447085,12.271725447085,3032.409397862259,15710.487809
909508,train,Healthy,Paddy,Telangana,Medak,Kowdipally,04,MEDAK,0425,KOWDIPALLE,0425026,Salabatpur,04037250260115,centroid_within_village_boundary,True,2023-01-11,2024-05-19,494,1,5,Rabi,91,60,Flood,Canal,4,86,15,17.848815559279938,78.1815641617331,127.58215910536012,0.012758215910536013,2023-01-11 0:00:00,2024-05-19 0:00:00,Pea,Lentil,Transplanting,"POLYGON ((78.18151522067255 17.848868782594472, 78.18163716337402 17.848845346159354, 78.1816140931332 17.848760755276356, 78.1815320656103 17.848777966408395, 78.18148848848875 17.84879298037464, 78.18151522067255 17.848868782594472))",78.18148848848875,17.848760755276356,78.18163716337402,17.848868782594472,1227.1725447085,12.271725447085,3032.409397862259,15710.487809
1326598,train,Healthy,Paddy,Telangana,Medak,Kowdipally,04,MEDAK,0425,KOWDIPALLE,0425027,Antharam,04037250270115,centroid_within_village_boundary,True,2023-10-12,2024-04-23,194,10,4,Rabi,85,87,Flood,Canal,5,96,20,17.856935050049177,78.18137755442173,477.87918925465164,0.04778791892546516,2023-10-12 0:00:00,2024-04-23 0:00:00,Lentil,Pea,Transplanting,"POLYGON ((78.1812980674535 17.857053225170436, 78.18151375589544 17.856993169305447, 78.18144710853308 17.8568082411846, 78.18134896846102 17.85685035352895, 78.18123288486834 17.856888803930314, 78.18128415207015 17.856989141168164, 78.1812980674535 17.857053225170436))",78.18123288486834,17.8568082411846,78.18151375589544,17.857053225170436,616.9655640625,6.169655640625,1524.555110597689,11386.683925
519505,train,Healthy,Paddy,Telangana,Medak,Kowdipally,04,MEDAK,0425,KOWDIPALLE,0425027,Antharam,04037250270115,centroid_within_village_boundary,True,2023-04-12,2024-05-28,412,4,5,Rabi,85,84,Flood,Groundwater,6,81,17,17.86516658944597,78.17658175492484,358.788626014526,0.0358788626014526,2023-04-12 0:00:00,2024-05-28 0:00:00,Lentil,Pea,Transplanting,"POLYGON ((78.17650787983222 17.865263301347312, 78.17669427273026 17.86522375236305, 78.17666278002058 17.86507544367208, 78.17646723226507 17.865104739215976, 78.17650787983222 17.865263301347312))",78.17646723226507,17.86507544367208,78.17669427273026,17.865263301347312,616.9655640625,6.169655640625,1524.555110597689,11386.683925
427410,train,Healthy,Paddy,Telangana,Medak,Kowdipally,04,MEDAK,0425,KOWDIPALLE,0425028,Mohammednagar @ Munirai,04037250280107,centroid_within_village_boundary,True,2023-02-11,2024-05-30,474,2,5,Rabi,91,77,Flood,Canal,5,89,20,17.881259374939994,78.20638160970829,818.5166623781948,0.08185166623781949,2023-02-11 0:00:00,2024-05-30 0:00:00,Pea,Lentil,Transplanting,"POLYGON ((78.2062560398815 17.881412469920026, 78.20651310827918 17.881385371541924, 78.20649333378705 17.881102669543328, 78.20627508198503 17.881120246869664, 78.2062553074929 17.881280639972495, 78.2062560398815 17.881412469920026))",78.2062553074929,17.881102669543328,78.20651310827918,17.881412469920026,1012.1730965781,10.121730965781,2501.1341914073337,13122.86183
441472,train,Healthy,Paddy,Telangana,Medak,Kowdipally,04,MEDAK,0425,KOWDIPALLE,0425009,Dharmasagar,04037250090122,centroid_within_village_boundary,True,2023-02-12,2024-04-16,429,2,4,Rabi,94,65,Flood,Groundwater,4,97,19,17.892686965805648,78.22289497334017,189.71257258470416,0.018971257258470417,2023-02-12 0:00:00,2024-04-16 0:00:00,Pea,Lentil,Transplanting,"POLYGON ((78.22280655740562 17.892734831441565, 78.22296182378827 17.89273666241306, 78.22299734463525 17.892641818089697, 78.2228127827087 17.8926399871182, 78.22280655740562 17.892734831441565))",78.22280655740562,17.8926399871182,78.22299734463525,17.89273666241306,515.4269299413,5.154269299413,1273.6476814159485,9642.895364
649824,train,Healthy,Paddy,Telangana,Medak,Kowdipally,04,MEDAK,0425,KOWDIPALLE,0425007,Yelmakanna,04037250070105,centroid_within_village_boundary,True,2023-11-21,2024-04-24,155,11,4,Rabi,83,68,Flood,Canal,4,100,15,17.897245555769643,78.22730248630236,481.0837200590499,0.04810837200590499,2023-11-21 0:00:00,2024-04-24 0:00:00,Lentil,Pea,Transplanting,"POLYGON ((78.22721260720756 17.897330569890276, 78.2273371132691 17.89735437251969, 78.22743012662097 17.897321415032806, 78.22737409889329 17.897132824968974, 78.2271708610575 17.897166881038753, 78.22719832562991 17.897259894390626, 78.22721260720756 17.897330569890276))",78.2271708610575,17.897132824968974,78.22743012662097,17.89735437251969,1265.8386995583,12.658386995583,3127.955547302542,20202.47436
396007,train,Healthy,Paddy,Telangana,Medak,Kowdipally,04,MEDAK,0425,KOWDIPALLE,0425007,Yelmakanna,04037250070105,centroid_within_village_boundary,True,2023-11-20,2024-05-20,182,11,5,Rabi,83,86,Flood,Canal,6,98,17,17.900517495490497,78.2296707692203,455.57488102319627,0.045557488102319625,2023-11-20 0:00:00,2024-05-20 0:00:00,Pea,Lentil,Transplanting,"POLYGON ((78.22956430699386 17.90061350177814, 78.22980306567662 17.900578347125464, 78.22979354462485 17.90043846090336, 78.22954013817015 17.900440658069154, 78.22956430699386 17.90061350177814))",78.22954013817015,17.90043846090336,78.22980306567662,17.90061350177814,1265.8386995583,12.658386995583,3127.955547302542,20202.47436
144754,train,Healthy,Paddy,Telangana,Medak,Kowdipally,04,MEDAK,0425,KOWDIPALLE,0425007,Yelmakanna,04037250070105,centroid_within_village_boundary,True,2023-12-27,2024-05-22,147,12,5,Rabi,81,91,Flood,Groundwater,3,85,19,17.90469635278812,78.23153216235828,888.6952547926383,0.08886952547926383,2023-12-27 0:00:00,2024-05-22 0:00:00,Pea,Lentil,Transplanting,"POLYGON ((78.23149268617084 17.904904566570323, 78.23168457198337 17.90481228560705, 78.23159815012887 17.904509076727724, 78.23136671533209 17.904569132592712, 78.23149268617084 17.904904566570323))",78.23136671533209,17.904509076727724,78.23168457198337,17.904904566570323,1265.8386995583,12.658386995583,3127.955547302542,20202.47436
546854,train,Healthy,Paddy,Telangana,Medak,Kowdipally,04,MEDAK,0425,KOWDIPALLE,0425007,Yelmakanna,04037250070105,centroid_within_village_boundary,True,2023-09-12,2024-04-30,231,9,4,Rabi,91,70,Flood,Canal,3,91,17,17.9065312369414,78.23719301390653,750.9238960552719,0.0750923896055272,2023-09-12 0:00:00,2024-04-30 0:00:00,Pea,Lentil,Transplanting,"POLYGON ((78.23701196664085 17.906424272909934, 78.23703174113298 17.906482131609128, 78.23708813505499 17.906558300023256, 78.23714672614277 17.90664472187775, 78.23718114840685 17.906703312965544, 78.23732616134913 17.906663031592686, 78.23731151357718 17.906537793142533, 78.23728954191927 17.90638911825726, 78.23701196664085 17.906424272909934))",78.23701196664085,17.90638911825726,78.23732616134913,17.906703312965544,1265.8386995583,12.658386995583,3127.955547302542,20202.47436
39538,train,Healthy,Paddy,Telangana,Medak,Kulcharam,04,MEDAK,0410,KULCHARAM,0410009,Pothireddipalle,04037100090107,centroid_within_village_boundary,True,2023-03-12,2024-05-26,441,3,5,Rabi,86,57,Flood,Groundwater,3,85,20,17.940312233027793,78.2496769459504,381.2682514266839,0.03812682514266839,2023-03-12 0:00:00,2024-05-26 0:00:00,Lentil,Pea,Transplanting,"POLYGON ((78.24961710679078 17.94041589249257, 78.24980093632873 17.940360963347764, 78.24974161285233 17.94020203502213, 78.24965299383206 17.940238654452, 78.24954460031964 17.940270147161687, 78.24961710679078 17.94041589249257))",78.24954460031964,17.94020203502213,78.24980093632873,17.94041589249257,770.7343111381,7.707343111381,1904.525959636131,11773.591354
223527,train,Healthy,Paddy,Telangana,Medak,Kulcharam,04,MEDAK,0410,KULCHARAM,0410009,Pothireddipalle,04037100090107,centroid_within_village_boundary,True,2023-12-27,2024-05-27,152,12,5,Rabi,99,53,Flood,Canal,4,82,19,17.94236518709951,78.25260086438097,348.08047665277275,0.03480804766527727,2023-12-27 0:00:00,2024-05-27 0:00:00,Pea,Lentil,Transplanting,"POLYGON ((78.25256057656375 17.94250246760657, 78.25269387128847 17.942447538461764, 78.25262722392611 17.942233680991322, 78.25252102757949 17.94225492026065, 78.25256057656375 17.94250246760657))",78.25252102757949,17.942233680991322,78.25269387128847,17.94250246760657,770.7343111381,7.707343111381,1904.525959636131,11773.591354
327536,train,Healthy,Paddy,Telangana,Medak,Kulcharam,04,MEDAK,0410,KULCHARAM,0410008,Kongode,04037100080106,centroid_within_village_boundary,True,2023-04-12,2024-04-23,377,4,4,Rabi,88,88,Flood,Groundwater,4,91,19,17.955285154349585,78.26882168896736,589.1343508715258,0.058913435087152584,2023-04-12 0:00:00,2024-04-23 0:00:00,Pea,Lentil,Transplanting,"POLYGON ((78.26865188643733 17.955344901662002, 78.26900343296407 17.95537053526291, 78.26898146130615 17.955218930823246, 78.26864163299696 17.9552042830513, 78.26865188643733 17.955344901662002))",78.26864163299696,17.9552042830513,78.26900343296407,17.95537053526291,1022.0360745419999,10.220360745419999,2525.5061407290514,14239.552918
804181,train,Healthy,Paddy,Telangana,Medak,Kulcharam,04,MEDAK,0410,KULCHARAM,0410008,Kongode,04037100080106,centroid_within_village_boundary,True,2023-11-19,2024-05-15,178,11,5,Rabi,88,67,Flood,Groundwater,6,99,15,17.959463863586997,78.27825704138426,313.5123324865756,0.03135123324865756,2023-11-19 0:00:00,2024-05-15 0:00:00,Lentil,Pea,Transplanting,"POLYGON ((78.27819564225011 17.959569685286112, 78.27835347199286 17.959515488529906, 78.27831941592308 17.959360222147257, 78.27816121998603 17.95940929218328, 78.27819564225011 17.959569685286112))",78.27816121998603,17.959360222147257,78.27835347199286,17.959569685286112,1022.0360745419999,10.220360745419999,2525.5061407290514,14239.552918
353659,train,Healthy,Paddy,Telangana,Medak,Kulcharam,04,MEDAK,0410,KULCHARAM,0410008,Kongode,04037100080106,centroid_within_village_boundary,True,2023-11-24,2024-05-25,183,11,5,Rabi,87,60,Flood,Groundwater,6,93,16,17.96201880283438,78.27784524861188,1618.0392618432668,0.16180392618432668,2023-11-24 0:00:00,2024-05-25 0:00:00,Pea,Lentil,Transplanting,"POLYGON ((78.27767271679167 17.96220518565386, 78.27805502363951 17.962189073104717, 78.27804037586756 17.96200011684659, 78.27799203822013 17.961815554920044, 78.27763170303021 17.961862427790276, 78.27767271679167 17.96220518565386))",78.27763170303021,17.961815554920044,78.27805502363951,17.96220518565386,1022.0360745419999,10.220360745419999,2525.5061407290514,14239.552918
